oc oc0 oc3,"NOUN mass noun 1Tiredness or inactivity, especially when pleasurable.  ‘her whole being was pervaded by a dreamy ___’    2An oppressive stillness of the air.  ‘the afternoon was hot, quiet, and heavy with ___’",1/28/2015,languor,,
oc oc0 oc3,NOUN mass noun informal 1Irritating inconvenience.  ‘the ___ of child care’ count noun ‘travelling can be a ___’,6/18/2014,hassle,,
oc oc0 oc2,"a__ VERB [WITH OBJECT] 1Heat (metal or glass) and allow it to cool slowly, in order to remove internal stresses and toughen it.  ‘copper tubes must be ___d after bending or they will be brittle’",3/14/2015,anneal,,
oc oc0 oc2,"v no object, with adverbial of direction 1Move smoothly and quietly with gliding steps, in a stealthy or sensuous manner.  ‘the fox came ___ing through the bracken’ ",12/30/2014,slink,,
oc oc0,"NOUN 1A tall, rounded vase with a stem and base, especially one used for storing the ashes of a cremated person.    1.1An ornamental sculpture shaped like an ___. ‘a weathered stone ___’",1/18/2015,urn,,
oc oc0,"NOUN 1A large tank or tub used to hold liquid, especially in industry.  ‘a ___ of hot tar’    2  (also ___ dye) A water-insoluble dye, such as indigo, that is applied to a fabric in a reducing bath which converts it to a soluble form, the colour being obtained on subsequent oxidation in the fabric fibres.",12/11/2014,vat,,
oc oc0,"NOUN 1A young shoot or twig of a plant, especially one cut for grafting or rooting.     2A descendant of a notable family.  ‘he was the ___ of a wealthy family’",1/22/2015,scion,,
oc oc0,p__ v [NO OBJECT] formal 1 ___ ofEat or drink (something)  ‘he ___d of a well-earned drink’   ,2/1/2015,partake,,
oc oc0,"NOUN 1A young person employed in a hotel or other establishment to run errands, open doors, etc.  ‘With all my nerves bunching up in my stomach, I walked out my door where an Italian ___ was waiting, he led me to the back rooms and let me in.’",2/10/2015,page,,
oc oc1,"e__ NOUN 1A flag or standard, especially a military or naval one indicating nationality.     1.1archaic A sign or emblem of a particular thing. ‘all the ___s of our greatness’",2/20/2014,ensign,,
oc oc1,NOUN in singular A soft lustre on a surface.  ‘black crushed velvet with a slight ___’ ‘he seemed to shine with that unmistakable showbiz ___’    ,4/29/2014,sheen,,
oc oc1,"n Anatomy The principal and most anterior part of the brain in vertebrates, located in the front area of the skull and consisting of two hemispheres, left and right, separated by a fissure. It is responsible for the integration of complex sensory and neural functions and the initiation and coordination of voluntary activity in the body.    ",7/19/2014,cerebrum,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
