oc oc0 oc0,ADJECTIVE Thoughtlessly causing hurt or inconvenience to others.  ‘it's ___ of her to go away without telling us’,4/13/2013,inconsiderate,,
oc oc0 oc0,s__ VERB [WITH OBJECT] Gradually spread through or over.  ‘her cheeks were ___d with colour’ ‘the first half of the poem is ___d with idealism’ ,12/29/2013,suffuse,,
oc oc0 oc0,n 1literary An unpleasant or unhealthy smell or vapour.  ‘a ___ of stale alcohol hung around him’    1.1An oppressive or unpleasant atmosphere which surrounds or emanates from something. ‘there was a ___ of despair over this place’ ,5/6/2014,miasma,,
oc oc0 oc0,n 1A simultaneous discharge of artillery or other guns in a battle.  ‘a deafening ___ of shots rang out’ ‘another ___ crashed nearer to the German positions’    1.1A number of weapons released from one or more aircraft in quick succession.,2/2/2014,salvo,,
oc oc0 oc0,"PLURAL NOUN Intense or violent pain and struggle, especially accompanying birth, death, or great change.  ‘he convulsed in his death ___’   ",6/12/2014,throes,,
oc oc0 oc0,ADJECTIVE 1 ___ with(of a situation or course of action) filled with or likely to result in (something undesirable)  ‘marketing any new product is ___ with danger’    2Causing or affected by anxiety or stress.  ‘there was a ___ silence’,11/7/2013,fraught,,
oc oc0 oc0,v [WITH OBJECT] 1Capture the fascinated attention of.  ‘she had been so ___d by the adventure that she had hardly noticed the cold’,6/17/2013,enthral,,
oc oc0 oc0,v__ n usually ___s An unexpected and inexplicable change in a situation or in someone's behaviour.  ‘the ___s of the weather’,3/21/2014,vagary,,
oc oc0 oc0,ADVERB usually as submodifier In a way or to an extent that gives a misleading impression; to a lesser or greater extent than appears the case.  ‘the idea was ___ simple’ ‘the airy and ___ spacious lounge’,6/25/2014,deceptively,,
oc oc0 oc0,ADJECTIVE 1Less important than but related or supplementary to something.  ‘a ___ flue of the main chimney’ ‘many argue that the cause of animal rights is ___ to that of protecting the environment’    1.1(of a company) controlled by a holding or parent company. ‘all the firm's ___ companies have to operate under broad general guidelines’,12/24/2013,subsidiary,,
oc oc0 oc0,adj Elegantly and stylishly fashionable.  ‘she looked every inch the ___ Frenchwoman’,7/4/2014,chic,,
oc oc0 oc0,"v no object, with adverbial of direction 1Move swiftly and lightly.  ‘small birds ___d about in the branches’ ‘the idea had ___d through his mind’   ",1/28/2013,flit,,
oc oc0 oc0,ADJECTIVE 1So surprised and confused that one is unsure how to react.  ‘Henry looked completely ___’    2North American informal Not disconcerted; unperturbed.    ,4/11/2014,nonplussed,,
oc oc0 oc0,NOUN 1A smell that is only smelt briefly or faintly.  ‘I caught a ___ of eau de cologne’    1.1British informal in singular An unpleasant smell.   ,5/20/2014,whiff,,
oc oc0 oc0,b__ v [NO OBJECT] 1informal Reveal secrets by indiscreet talk.  ‘she ___d to the press’ with object ‘there's no need to ___ the whole story’    1.1Talk foolishly or mindlessly.,8/28/2014,blab,,
oc oc0 oc0,a__ ADJECTIVE Understood by few; mysterious or secret.  ‘___ procedures for electing people’    ,3/4/2014,arcane,,
oc oc0 oc0,"adj 1Small and weak.  ‘white-faced, ___ children’    1.1Poor in quality, amount, or size. ‘the army was reduced to a ___ 100,000 men’ ",9/9/2014,puny,,
oc,"v PHR V ___ sb/oneself/sth in sth(esp passive) to fill sth throughly with sth; to give oneself/sb a thorough knowledge of sth: a city __d in history +He __d himself in the literature of ancient Greece and Rome. ___ sth in sth (esp passive) to put food in a liquid and leave it there for some time, esp to soften it or give it flavour: plums __d in brandy.",1/27/2013,steep,,
oc,n the front part of the collar of a coat or jacket that is folded back on either side of the chest: What's that badge on your ___?,12/22/2012,lapel,,
oc,"n 1 a large structure built from the land out above the sea at a resort. __s are used by people to walk along and often have restaurants and places of entertainment on them: the fair at the end of the ___. 2 a low structure of wood or iron built from the land out into the sea or a lake, where boats can stop and load or unload passengers or goods: take the river bus from the ___. Compare jetty. 3 (techn) a pillar.",2/5/2013,pier,,
oc oc0 oc0,t__ n mass noun Local coagulation or clotting of the blood in a part of the circulatory system.  ‘increased risk of ___’ count noun ‘a coronary ___’,9/10/2014,thrombosis,,
oc oc0 oc0,ADJECTIVE Law (in the UK and some other countries) denoting a judge of a superior court inferior in rank to chief justices.   ,9/14/2014,puisne,,
oc oc0 oc0,"_6_ NOUN Botany The petals of a flower, typically forming a whorl within the sepals and enclosing the reproductive organs.   ",9/26/2014,corolla,,
oc oc0 oc0,v informal 1no object Work hard over a period of time.  ‘they were ___ing away to meet a deadline’    1.1with adverbial of direction Walk or move with difficulty or effort. ,5/4/2014,slog,,
oc oc0 oc0,"NOUN Botany The female reproductive organ of a flower, consisting of an ovary, a stigma, and usually a style. It may occur singly or as one of a group.  ",8/20/2014,carpel,,
oc oc0 oc0,i__ ADJECTIVE Not showing due respect for another person; impertinent.  ‘he could have strangled this ___ upstart’   ,9/1/2014,impudent,,
oc oc0 oc0,"NOUN mass noun The use of many words where fewer would do, especially in a deliberate attempt to be vague or evasive.  ‘his admission came after years of ___’ count noun ‘he used a number of poetic ___s’",10/30/2014,circumlocution,,
oc oc0 oc0,"NOUN 1A thing of no great value given or done as a concession to appease someone whose main concerns or demands are not being met.  ‘my agent telephones as a ___ but never finds me work’    2A piece of bread dipped in gravy, soup, or sauce.   ",11/3/2014,sop,,
oc oc0 oc0,c__ NOUN 1often ___s A thing that is complex and difficult to follow.  ‘the ___s of farm policy’    2often ___s A coil or twist.  ‘crosses adorned with elaborate ___s’ ,8/21/2014,convolution,,
oc oc0 oc0,adj 1Incongruously varied in appearance or character; disparate.  ‘a ___ crew of discontents and zealots’    2archaic (of clothing) made up of a variety of colours.  ‘they wore the ___ coat of jesters’ ,11/19/2014,motley,,
oc oc0 oc0 oc3,"NOUN 1A short post, especially one used for supporting the roof in a coal mine.    1.1US A rough board or other length of wood, used for flooring or building.",12/22/2014,puncheon,,
oc oc0 oc0 oc3,ADJECTIVE 1Ostentatiously costly and luxurious.  ‘the ___ comfort of a limousine’    1.1Wealthy. ‘his more ___ tenants’,10/13/2013,opulent,,
oc oc0 oc0 oc3,VERB [NO OBJECT] Look or gaze in a lascivious or unpleasant way.  ‘bystanders were ___ing at the nude painting’   ,3/3/2015,leer,,
oc oc0 oc3,"n 1[U] the study of family history, including the study of who the ancestors of particular people were and how they were related to each other. 2 [C] a particular person's line of ancestors; a chart showing this. +__cal adj: __cal evidence/proof/records +a ___cal table/tree (ie a chart branches showing a familys ancestors). __ist n.",4/3/2013,genealogy,,
oc oc0 oc3,"v to design and arrange the steps and movements for dancers in a show, etc: [Vn] (fig) Everyone stood up with a __d smoothness. __y n[U] (the art of designing and arranging) the steps and movements in dances, esp ballet. __er n. __ic adj.",5/16/2013,choreograph,,
oc oc0 oc0,"___ 1A bridge-like overhead structure with a platform supporting equipment such as a crane, signals, or cameras.  ‘the TV cameras on ___s alongside the 17th and 18th holes’ as modifier ‘a ___ crane’   ",10/18/2014,gantry,,
oc oc0 oc0,VERB [WITH OBJECT] often as adjective ___d 1Pierce and make a hole or holes in.  ‘a ___d appendix’   ,9/6/2014,perforate,,
oc oc0 oc0,"NOUN 1A small depression in the flesh, either one that exists permanently or one that forms in the cheeks when one smiles.     1.1A slight depression in the surface of an object. as modifier ‘a new golf ball, with a different ___ pattern’   ",1/16/2015,dimple,,
oc oc0 oc0,"NOUN 1A long, deep cut or wound.  ‘a bad ___ in one leg became infected’    1.1A cleft made as if by a slashing cut. ‘the blast ripped a 25-foot ___ in the hull’",9/17/2014,gash,,
oc oc0 oc0,"NOUN A soft, moist mass of material, typically consisting of bran, flour, herbs, etc., applied to the body to relieve soreness and inflammation and kept in place with a cloth.",2/12/2015,poultice,,
oc oc0 oc0,"VERB [WITH OBJECT] 1Break off (a meeting, legal case, or game) with the intention of resuming it later.  ‘the meeting was ___d until December 4’ no object ‘let's ___ and reconvene at 2 o'clock’   ",11/18/2014,adjourn,,
oc oc0 oc0,"NOUN 1mass noun Heavy-duty waterproof cloth, originally of tarred canvas.  ‘a stretch of roof is covered with ___’  ",3/10/2015,tarpaulin,,
oc oc0 oc0,p__ NOUN 1archaic A measure for liquids equal to a half gallon.    1.1A pot or container holding a measure for liquids equal to a half gallon.,1/25/2015,pottle,,
oc oc0 oc0,NOUN 1A large formal assembly of people.     1.1(in the Church of England) a representative assembly of clergy of the province of Canterbury or York. ,10/22/2014,convocation,,
oc oc0 oc0,"NOUN 1A place, especially a civilian's house, where soldiers are lodged temporarily.  ‘the sergeant gave them leave to rest while officers went in search of ___s’ ",2/11/2015,billet,,
oc oc0 oc0,o__ NOUN mass noun 1Mounted guns; artillery.  ‘the gun was a brand new piece of ___’    1.1US Munitions. ,3/9/2015,ordnance,,
oc oc0,"n(a) [U] the art or practice of mocking people, institutions, etc making them appear ridiculous in order to show how foolish, wicked or incompetent they are: a work full of coarse/cruel/savage ___ +political ___. + __ical adj. __ically adv. __ist n. __ize,-ise v.",4/22/2013,satire,,
oc oc0,"v ~ (at sth) (infml) to hesitate to do sth because of alarm or surprise: [Vpr] He __d at the thought of swimming in winter. [also V] IDM ___ sb's/the mind (US infml) to astonish or shock sb: The vastness of space really __s the mind. Compare mind-__ing. the mind/imagination __s (at sth) (infml) one can hardly accept or imagine a particular idea, suggestion, etc: I've heard he keeps a giraffe as a pet --- the imagination __s!",5/7/2013,boggle,,
oc oc0,"d__ adj unable to act and think normally, esp because of mental illness: She's completely ___. + a ___ attacker/mind/laugh. +__ment n[U].",3/20/2013,deranged,,
oc oc0,"v 1 ~(with sth)(at sth) to become red in the face because of shame, embarrassment, etc: [V]Don't tell everybody --- you're making me ___! [Vpr] She __d at (the thought of) her stupid mistake. 2(fml) [V.to inf] I ___ to admit/confess that... +___ n: She turned away to hide her __s. IDM spare sb's __s (Brit) to save sb from an embarrassing situation.",3/1/2013,blush,,
oc oc0,"v(fml) 1 to withdraw a statement, charge, etc: [Vn] He made a false confession which he later __d. [also V]. 3 to move or pull sth back or in: [Vn] ___ the landing gear (ie of an aircraft) [V] The undercarriage failed to ___. +__able adj: a knife with a ___able blade. __ion. n[C, U]",5/8/2013,retract,,
oc oc0,"p__ NOUN

mass noun
1The state or condition of being equal, especially as regards status or pay.
‘___ of incomes between rural workers and those in industrial occupations’  
1.1Equivalent value of one currency in terms of another at an established exchange rate.
‘the euro's ___ with the dollar’
2Mathematics 
(of a number) the fact of being even or odd.
‘M is the lattice point if and only if x 1 and x 2 are of the same ___ and so are y 1 and y 2.’",5/25/2013,parity,,
oc oc0,p__ ADJECTIVE Competent or skilled in doing or using something.  ‘I was ___ at my job’ ‘she felt reasonably ___ in Italian’,8/1/2011,proficient,,
oc oc0,ADJECTIVE 1Relating to the countryside; rural.     1.1Having a simplicity and charm that is considered typical of the countryside. ‘the unblemished charm of ___ life has been a perennial source of inspiration for the painter’ ‘bare plaster walls and terracotta floor give a ___ feel’    1.2Lacking the sophistication of the city; backward and provincial. ‘you are a ___ halfwit’,1/29/2013,rustic,,
oc oc0,"e__ VERB with object and adverbial of place 1Place (a revered or precious object) in an appropriate receptacle.  ‘relics are __d under altars’    1.1Preserve (a right, tradition, or idea) in a form that ensures it will be protected and respected. ‘the right of all workers to strike was __d in the new constitution’",5/31/2013,enshrine,,
oc oc2 oc3 29,"n[U] (the skilful use of) expressive language, esp to impress or persuade an audience: a speech of passionate ___ +The crowd were swayed by his ___. +(fig) There was ___ in her silent gaze. +__t adj (fml) having or showing ___: a __t speaker/speech. __tly adv.",8/22/2012,eloquence,,
oc oc3,adj (derog) of or like a beast; cruel: a ___ nature/act + ___ violence. + __ity n[U] 1 the quality of being ___ an act of horrifying __ity. 2 sexual activity between a human and an animal.,2/6/2013,bestial,,
oc,"v (often derog) to walk or behave in a manner that is too proud or confident: [Vpr] He __d into the room looking very pleased with himself. [also V,Vp]. n walk with a ___. + ___ stick n (Brit) a short stick carried by a military officer.",8/20/2012,swagger,,
oc,"adj[pred] ~(to do sth)(dated or rhet) in the habit of doing sth; used to doing sth: He was ___ to fall asleep during meals. +___ n [sing]: She got up early, as was her ___.",2/11/2013,wont,,
oc oc0 oc3,"VERB [WITH OBJECT] 1Prevent or obstruct (an anticipated event or action) by taking advance action.  ‘they will present their resignations to ___ a vote of no confidence’    1.1Act in advance of (someone) in order to prevent them from doing something. ‘he would have spoken but David __d him’    1.2historical Buy up (goods) in order to profit by an enhanced price. ‘Although the laws against engrossing and __ing were repealed in 1772,",3/15/2013,forestall,,
oc oc0 oc3,ADJECTIVE 1(of an illness) persisting for a long time or constantly recurring.  ‘___ bronchitis’ Often contrasted with acute    1.1(of a person) having a ___ illness. ‘a ___ asthmatic’   1.2(of a problem) long-lasting. ‘the school suffers from ___ overcrowding’    1.3(of a person) having a bad habit. ‘a ___ liar’    2British informal Of a very poor quality.  ‘the film was absolutely ___’,3/12/2013,chronic,,
oc oc0,"ADJECTIVE 1(of a straight line) joining two opposite corners of a square, rectangle, or other straight-sided shape.     1.1(of a line) straight and at an angle; slanting. ‘a tie with ___ stripes’",6/18/2013,diagonal,,
oc oc0,"n An unborn or unhatched offspring of a mammal, in particular an unborn human more than eight weeks after conception.",6/25/2013,fetus,,
oc oc0,NOUN mass noun Liquid waste or sewage discharged into a river or the sea.  ‘industrial ___’ count noun ‘contamination with trade __s’,6/27/2013,effluent,,
oc oc0,"VERB [NO OBJECT] 1Make a gesture with the hand, arm, or head to encourage or instruct someone to approach or follow.  ‘Miranda __d to Adam’    1.1with object and adverbial of direction Summon (someone) by __ing to them. ‘he __d Cameron over’ with object and infinitive ‘he __d Duncan to follow’    1.2Appear attractive or inviting. ‘the going is tough and soft options ___’",1/31/2012,beckon,,
oc oc0,NOUN 1A blood feud in which the family of a murdered person seeks vengeance on the murderer or the murderer's family.     1.1A prolonged bitter quarrel with or campaign against someone. ‘he has accused the British media of pursuing a ___ against him’,6/24/2012,vendetta,,
oc oc0,v [NO OBJECT] 1(of a benefit or sum of money) be received by someone in regular or increasing amounts over time.  ‘financial benefits will ___ from restructuring’ ‘all customs duties __d to the federal government’    1.1with object Accumulate or receive (payments or benefits) over time. ‘they ___ entitlements to holiday pay’,6/5/2012,accrue,,
oc oc0,VERB [NO OBJECT] 1Cooperate on a matter of mutual concern.  ‘she will ___ with teachers across the country’    1.1 betweenAct as a link to assist communication between (people or groups) ‘civil servants who ___ between the prime minister and departmental ministers’,2/28/2013,liaise,,
oc oc0,"NOUN 1A regulation requiring people to remain indoors between specified hours, typically at night.  ‘a dusk-to-dawn ___’ mass noun ‘the whole area was immediately placed under ___’    1.1The hour designated as the beginning of a ___. mass noun ‘to be abroad after ___ without permission was to risk punishment’    1.2The daily signal indicating the beginning of a ___. ‘they had to return before the ___ sounded’ ",7/5/2012,curfew,,
oc oc0,VERB Come or bring together for a meeting or activity; assemble.  with object ‘he had __d a secret meeting of military personnel’ no object ‘the committee had __d for its final plenary session’,5/12/2012,convene,,
oc oc0,s__ VERB 1no object Look at someone or something with one or both eyes partly closed in an attempt to see more clearly or as a reaction to strong light.  ‘the bright sun made them ___’    1.1with object Partly close (one's eyes) in an attempt to see more clearly or as a reaction to strong light. ‘he __d sleepy eyes against the sudden light’,5/6/2012,squint,,
oc oc0,"ADJECTIVE 1British Made for a particular customer or user.  ‘a ___ suit’ ‘___ kitchens’ ‘___ software systems’ ‘group tours and ___ itineraries’    1.1Making or selling ___ goods, especially clothing. ‘the ___ tailors of Savile Row’",12/30/2011,bespoke,,
oc oc0,"d__ ADJECTIVE Ready to accept control or instruction; submissive.  ‘a cheap and ___ workforce’ ‘she's a black Labrador, gentle and ___’",7/11/2013,docile,,
oc oc0,"VERB 1Lose or cause to lose lustre, especially as a result of exposure to air or moisture.  no object ‘silver __s too easily’ with object ‘lemon juice would ___ the gilded metal’    1.1Make or become less valuable or respected. with object ‘his regime had not been ___d by human rights abuses’",10/25/2012,tarnish,,
oc oc0,"ADJECTIVE 1Coming between two things in time, place, character, etc.  ‘an ___ stage of development’ ‘a cooled liquid ___ between liquid and solid’    1.1Having or suitable for a level of knowledge or skill between basic and advanced. ‘___ skiers’ ‘an ___ course’",7/21/2013,intermediate,,
oc oc0,"PHRASE informal Be dismissed from one's job.    ‘Well, he ___d ___ ___ after a series of mediocre interviews.’",3/19/2013,get the boot,,
oc oc0,"v [WITH OBJECT] 1Rub (someone or something) hard so as to clean them, typically with a brush and water.  ‘he had to ___ the floor’ ‘she was ___ing herself down at the sink’ no object ‘she ___d furiously at the plates’    1.1 ___ something away/offRemove dirt by rubbing hard. ‘it took ages to ___ off the muck’",3/31/2013,scrub,,
oc oc0,c__ NOUN 1A mutual relationship or connection between two or more things.  ‘research showed a clear ___ between recession and levels of property crime’ mass noun ‘there was no ___ between the number of visits to the clinic and the treatment outcome’    1.1mass noun The process of establishing a relationship or connection between two or more things. ‘the increasingly similar basis underlying national soil maps allows ___ to take place more easily’,3/8/2013,correlation,,
oc oc0,"VERB [NO OBJECT] 1Breathe.  ‘he lay back, ___ing deeply’ with object ‘a country where fresh air seems impossible to ___’    1.1(of a plant) carry out ___ion, especially at night when photosynthesis has ceased. ‘lichens ___ at lower levels of temperature and moisture’",8/5/2013,respire,,
oc oc0,"c__ NOUN 1British Music A note having the time value of a quarter of a semibreve or half a minim, represented by a large solid dot with a plain stem.    2A perverse or unfounded belief or notion.  ‘the natural ___s of inveterate bachelors’",8/11/2013,crotchet,,
oc oc0,ADJECTIVE 1Relating to or causing ___ion of a part of the body.  ‘___ cells’ ‘___ diseases’    2(especially of speech or writing) arousing or intended to arouse angry or violent feelings.  ‘___ remarks’,6/29/2013,inflammatory,,
oc oc0,"NOUN 1A worker in a skilled trade, especially one that involves making things by hand.  ‘street markets where local ___s display handwoven textiles, painted ceramics, and leather goods’    1.1as modifier (of food or drink) made in a traditional or non-mechanized way using high-quality ingredients. ‘Britain's ___ cheeses’",8/26/2013,artisan,,
oc oc0,"NOUN 1A loud ringing of a bell or bells.  ‘the bell rang again, a long, loud ___’    1.1Bell Ringing A series of changes (strictly, at least five thousand) rung on a set of bells.   1.2A set of bells.",3/30/2013,peal,,
oc oc0,"o__ NOUN mass noun 1The state of being unaware or unconscious of what is happening around one.  ‘they drank themselves into ___’    1.1The state of being forgotten, especially by the public. ‘his name will fade into ___’",1/21/2013,oblivion,,
oc oc0,n 1A written message in business or diplomacy.  ‘he told them of his decision in a ___’    1.1A note recording something for future use. ‘the two countries signed a ___ of understanding on economic cooperation’    1.2Law A document recording the terms of a contract or other legal details. ‘articles of association must be signed by subscribers to the ___’,7/3/2013,memorandum,,
oc oc0,"NOUN 1A characteristic rising and falling of the voice when speaking; a pleasant gentle accent.  ‘he spoke with a faint but recognizable Irish ___’    1.1A pleasant, gently swinging rhythm in a song or tune. ‘the ___ of the Hawaiian music’   1.2Scottish archaic A cheerful tune.",7/5/2013,lilt,,
oc oc0 oc3,"VERB no object, with adverbial of direction Walk in a slow, relaxed manner.  ‘Adam ___d into the room’",5/11/2013,saunter,,
oc oc0 oc2 oc3,"VERB [WITH OBJECT] Completely destroy (a building, town, or other settlement)  ‘villages were ___d to the ground’",10/5/2013,raze,,
oc oc0 oc2 oc3,"VERB [WITH OBJECT] 1Destroy or severely damage by tearing or crushing.  ‘the car was ___d almost beyond recognition’    1.1Ruin or spoil (a text, piece of music, etc.) ‘he was ___ing Bach on the piano’",7/25/2012,mangle,,
oc oc0 oc2 oc3,ADJECTIVE Of a brownish-red colour.  ‘ornate ___ and gold wallpaper’,1/23/2014,maroon,,
oc oc0 oc2 oc3,VERB [WITH OBJECT] 1North American Cause to get up or start moving; rouse.  ‘I ___d him out of his bed with a cup of tea’    2informal Treat roughly; harass.  ‘the detectives who had ___d him the night of the murder’,3/26/2014,roust,,
oc oc0 oc3,"ADJECTIVE 1(especially of a sound, flavour, or colour) pleasantly smooth or soft; free from harshness.  ‘she was hypnotized by the ___ tone of his voice’ ‘slow cooking gives the dish a sweet, ___ flavour’    1.1(of wine) well-matured and smooth. ‘a ___, richly flavoured Shiraz’",9/23/2013,mellow,,
oc oc0 oc3,ADJECTIVE 1(of a metal or other material) able to be hammered or pressed into shape without breaking or cracking.  ‘a ___ metal can be beaten into a sheet’    1.1Easily influenced; pliable. ‘they are as ___ and easily led as sheep’,9/20/2012,malleable,,
oc oc0,v  [NO OBJECT] 1Bend one's head and body in fear or apprehension or in a servile manner.  ‘he ___d away from the blow’    1.1Experience an inward shiver of embarrassment or disgust. ‘I ___d at the fellow's stupidity’,1/10/2013,cringe,,
oc oc0,"o__ NOUN mass noun 1Biology Chemistry A process by which molecules of a solvent tend to pass through a semipermeable membrane from a less concentrated solution into a more concentrated one.     2The process of gradual or unconscious assimilation of ideas, knowledge, etc.  ‘by some strange political ___, private reputations became public’",9/12/2013,osmosis,,
oc oc0,"v 1with object Chop or cut (something, especially wood or coal) with an axe, pick, or other tool.  ‘master carpenters would ___ the logs with an axe’ ‘he had ___d down the famous elm tree’    1.1Make or shape by cutting a hard material such as wood. ‘a seat ___d out of a fallen tree trunk’",10/19/2012,hew,,
oc oc0 oc2,ADJECTIVE Genuine; real.  ‘she was a ___ ___ expert’,9/14/2013,bona fide,,
oc oc0 oc2,"y__ VERB [NO OBJECT] 1Have an intense feeling of longing for something, typically something that one has lost or been separated from.  ‘she ___d for a glimpse of him’ with infinitive ‘they ___d to go home’    1.1archaic Be filled with compassion or warm feeling. ‘no fellow spirit ___d towards her’",9/16/2013,yearn,,
oc oc0 oc2,VERB 1Cross or be crossed intricately together; interweave.  with object ‘Jane ___d her fingers to form a cup’   1.1 ___ something with with object Mingle or intersperse something with. ‘discussion ___d with esoteric mathematics’   1.2Electronics with object Scan (a video image) in such a way that alternate lines form one sequence which is followed by the other lines in a second sequence.,6/22/2013,interlace,,
oc oc0 oc2,"ADJECTIVE 1Capable of working successfully; feasible.  ‘the proposed investment was economically ___’    1.1Botany (of a seed or spore) able to germinate. ‘most clones can produce thousands of ___ seeds’   1.2Biology (of a plant, animal, or cell) capable of surviving or living successfully, especially under particular environmental conditions.",10/7/2013,viable,,
oc oc0 oc2,"VERB 1no object Make a soft, muffled crackling sound like that caused by the movement of dry leaves or paper.  ‘she came closer, her skirt swaying and ___ing’    1.1with adverbial of direction Move with a ___ing sound. ‘a nurse ___d in’",8/15/2012,rustle,,
oc oc0 oc2,"r__ NOUN 1A harsh, grating noise.  ‘the ___ of the engine’    2A coarse file or similar metal tool for scraping, filing, or rubbing down objects of metal, wood, or other hard material.",9/17/2013,rasp,,
oc oc0 oc2,ADJECTIVE 1(of a person's complexion or appearance) pale and giving the impression of illness or exhaustion.  ‘she was looking ___ and bleary-eyed’    1.1(of light) pale; weak. ‘the ___ dawn light’,2/5/2013,wan,,
oc oc0 oc2,NOUN 1A very large or fiercely burning fire.  ‘twenty firemen fought the ___’    1.1in singular A very bright display of light or colour. ‘the gardens in summer are a ___ of colour’,12/10/2013,blaze,,
oc oc0 oc2,"NOUN 1A large loose hood, especially one forming part of a monk's habit.    1.1A monk's hooded, sleeveless habit.   1.2A cloak with wide sleeves worn by members of Benedictine orders.",1/4/2014,cowl,,
oc oc0 oc2,"NOUN A member of the clergy attached to a private chapel, institution, ship, regiment, etc.  ‘a prison ___’",2/12/2014,chaplain,,
oc oc0 oc2,"NOUN A widespread coniferous tree which has a distinctive conical shape and hanging cones, widely grown for timber, pulp, and Christmas trees.",8/8/2012,spruce,,
oc oc0,n A stately or impressive building housing a tomb or group of tombs.  ‘the cathedral was built in 1517 as a royal ___’ ‘a cultural ___ such as the Tate’,8/10/2013,mausoleum,,
oc oc0,"p__ NOUN A fictitious name, especially one used by an author.  ‘I wrote under the ___ of Evelyn Hervey’",9/22/2013,pseudonym,,
oc oc0,"NOUN 1  (also ___ gate) A sliding gate or other device for controlling the flow of water, especially one in a lock gate. ‘the water gushed through the ___s’ ‘lake levels are now regulated by ___s’   1.1An artificial water channel for carrying off overflow or surplus water.",3/2/2013,sluice,,
oc oc0,VERB [NO OBJECT] 1Expand and contract with strong regular movements.  ‘blood vessels throb and ___’   1.1often as adjective ___ing Produce a regular throbbing sensation or sound. ‘dance the night away in one of the ___ing discos’    1.2usually as adjective ___ing Be very exciting. ‘victory in a ___ing semi-final’,10/12/2013,pulsate,,
oc oc0,n mass noun 1Large-calibre guns used in warfare on land.  ‘tanks and heavy ___’    1.1A military detachment or branch of the armed forces that uses large-calibre guns. ‘each corps included two regiments of field ___’ in names ‘he served in the Royal ___’,11/20/2011,artillery,,
oc oc0,v__ NOUN 1historical A holder of land by feudal tenure on conditions of homage and allegiance.     1.1A person or country in a subordinate position to another. as modifier ‘a ___ state of the Ottoman Empire’,4/9/2013,vassal,,
oc,"v[Vn] 1 to join two ends of rope by weaving the strands of one into the strands of the other. 2 to join two pieces of wood, tape, film, etc at the ends. IDM get __d (Brit infml) to get married. n",11/16/2011,splice,,
oc,"v 1 ~A on (B); B (with A) to put a soft substance on a surface in a rough or careless way: [Vnp, Vnpr] He __d some red paint on (the canvas). [Vn, Vnpr] She __d her face (with thick make-up). 2 (infml): [Vn] Children __ing yellow circles with  their fingers [also V]. +___ n",9/5/2012,daub,,
oc,"v 1 (used with it and a that-clause; not usu in the continuous tenses) to become known; to prove to be so: [V.that] This, it later __d, was untrue. +It __d that the gang had had a contact inside the bank. 2 to happen: [V] You’re meeting him tomorrow? Let me know what __s.",5/31/2012,transpire,,
oc oc2 oc3,i_11_ adj ~(to sb) not showing respect; rude: make a ___ remark + a very ___ child + the job should be done. __ce n __ly adv,1/16/2012,impertinent,,
oc oc3,"adj 1 ~(in/with sth) giving or doing sth generously or excessively: be ___ with one's money +He was ___ in/with his praise. 2 great in extent, rich in quality, and usu costing a lot of money: a ___ display/meal/reception +___ praise/illustrations/costumes/incentives. +___ v PHR V ___ sth on/upon sb/sth to give sth to sb/sth generously or excessively: ___ millions of dollars on a failed election campaign. __ly adv",5/14/2012,lavish,,
oc,"n a sudden desire or idea, esp an unusual or unreasonable one: I know it's an odd thing to ask. Just call it an old man's ___. +It's just something I bought on a ___ +Staff are moved from one department to another at the ___ of the boss. +She seems ready to cater to/indulge (ie satisfy) his every ___. +follow the __s of fashion.",2/12/2013,whim,,
oc oc3 29,"v 1 [V] (of a cock) to make repeated loud high sounds, esp early in the morning. 2[V] (of a baby) to make sounds showing pleasure. 3 ~(about/over sb/sth) to express great pride and satisfaction, esp about one's own success: [V,Vpr] He was __ing with pleasure (about winning our golf match). [also V.speech].",2/20/2013,crow,,
oc,"n 1 a separate part or room in a hospital for a particular group of patients: a children's/maternity/surgical ___. 2 a division of a city, etc that elects and is represented by a councillor in local government. 3 a person, esp a child, who is being cared for by a guardian or is under the protection of a lawcourt.",2/13/2013,ward,,
oc oc3,"+1 adj __ile (physics) capable of nuclear _(n)_. +2n [U] 1 (physics) the splitting of the nucleus of an atom, resulting in the release of a large amount of energy: nuclear ___. 2 (biology) the division of cells into new cells as a method of reproducing the species.",2/24/2013,fission,,
oc,"v 1 to make sth ready for use or action; to prepare sth: [Vn] ___ a fuse +The bomb was __d, ready to explode. 2 [Vn] to prepare wood, metal, etc for painting by covering it with a substance that helps the paint to stay on the surface. 3 ~sb (with sth) to supply sb with information before a particular event, sometimes dishonestly, so that they know how to act: [Vn] The witness has been __d by a lawyer. IDM ___ the pump   to encourage the growth.",2/28/2013,prime,,
oc 29,"v 1 ~(with sth) (at sth) to become pale because of fear, shock, etc: [V] She __d visibly when I told her the news. [Vpr] He __d (with fear) at the sight of the snake. 2 to prepare food, esp vegetables, by putting it briefly in boiling water: [Vn] __d broccoli + You ___ almonds to remove their skins.",2/13/2013,blanch,,
