oc oc0 oc1 21,"fierce, violent or savage
a ____ beast",,ferocious,,,,,,,
oc oc0 oc1,"l__ absurd, not reasonable or sensible; ridicurous",,ludicrous,,,,,,,
,"verb [with object]
1British informal Feel a desire or liking for:
do you ____ a drink?
2British Regard (a horse, team, or player) as a likely winner: [with object and infinitive] :
I ____ him to win the tournament
3 [with clause] Imagine; think:
he ___d he could smell the perfume of roses
adjective
noun",5/28/2015,fancy,,/?fansi/,Late Middle English: contraction of fantasy,,,,
oc oc0 23 22 23 23,"c__ n 1 a thick solid piece that has been cut or broken off sth: a ___ of bread/meat/ice/wood. 2 (infml) a fairly large amount of sth: I've already written a fair ___ of my article.
___y adj 1 having a short strong body 234",7/7/2011,chunk,,,,,,,
oc0 21 20 21 22,"noun [mass noun]
1The temporary or permanent release of a prisoner before the expiry of a sentence, on the promise of good behaviour:
he committed a burglary while on ____
? [count noun] historical A promise or undertaking given by a prisoner of war to return to custody or act as a non-belligerent if released:
I took their ___s of honour",12/22/2015,parole,,,,,,,
oc0 oc1 oc1 oc1 20 22,"m___ informal
verb [with object]
Handle (a situation, task, or opportunity) clumsily or badly:
the administration ___d several of its biggest projects
noun
A mistake or failure, especially a failure to catch or receive a ball cleanly in sport.",8/16/2015,muff2,,,,,,,
oc oc0 21 21,n (a) [C] a sum of money sent in payment for sth (b) [U] the sending of money in payment for sth: ____ may be made by credit card or by cheque.,,remittance,,,,,,,
oc oc0 oc1 oc1,g__ the rapid development of a feeling on an opinion in society,,groundswell,,,,,,,
oc oc0 oc1 oc2 oc2,d_9_ to show sth by drawing or describing it in detail: [Vn] ____ one's plans.,,delineate,,,,,,,
oc oc0,r__ a person or team finishing second in a race or competition,,runner-up,,,,,,,
oc oc0 oc1,s__ lying flat on one's back with one's face upwards not acting when one should because one is normaly weak or lazy.,,supine,,,,,,,
,"d__ noun [mass noun]
A chemical liquid that destroys bacteria:
all surfaces are cleaned manually or by pressure washer with ____
[count noun] :
a cat won’t use its litter box if it’s cleaned with smelly ___s
adjective:
cleansing and ____ products",6/7/2015,disinfectant,,,,,,,
oc oc0,"n (a) the captain, esp of a small ship or fishing boat. (b) (infml) the captain of a sports team. v to act as ____ of a boat, team, etc.",9/8/2011,skipper,,,,,,,
oc oc0,PHR V 1 (esp Brit) to move quickly towards sb/sth in a determined or threatening way. 2 (esp US) to press or weigh down on sb/sth: ____ ____ ____ it with all your strength so it doesn't move.,8/30/2011,bear down on,,,,,,,
oc oc0,"v (fml) to want very much to possess sth, esp sth that belongs to sb else: [Vn] ____ sb's job + He had long ___d the chance to work with a famous musician. + this year's winners of the ___d trophy (ie which everyone would like to win).",11/22/2011,covet,,,,,,,
4,"noun
1 [mass noun] Excessive pride in or admiration of one’s own appearance or achievements:
it flattered his ____ to think I was in love with him
[count noun] :
the ___s and ambitions of politicians
? [as modifier] Denoting a person or company publishing works at the author’s expense:
a ____ press
2 [mass noun] The quality of being worthless or futile:
the ____ of human wishes
3North American A dressing table.",5/26/2015,vanity,,/?van?ti/,"Middle English: from Old French vanite, from Latin vanitas, from vanus 'empty' (see vain)",,,,
,"noun
1A loud cry of joy or excitement:
a moment’s silence was followed by ___s of delight
2A long rasping indrawn breath, characteristic of ___ing cough.
3(In motorcycling or cycling) a bump or dip on an off-road racetrack or rally course.
verb [no object]
all at once they were ___ing with laughter",6/14/2015,whoop,,,,,,,
,"w__ verb [with object] informal , chiefly North American
Beat; hit:
Dad came upstairs and ___d me
[no object] :
they ___d at the water with their paddles",6/15/2015,whale,,,,,,,
oc oc0,the study of methods and styles of teaching,,pedagogy,,,,,,,
oc oc0,"v 1 to undo twisted, knitted or woven threads; (of such threads) to separate or come undone: [Vn] try to ____ a great tangle of string 2 to come apart; to collapse: [V] Our plans began to ____. 3 to make sth clear; to explain sth: [Vn] ____ the secrets of the animal kingdom + Detectives are still trying to _____ the mystery.",12/21/2011,unravel,,,,,,,
,"noun
A trace of a bad or undesirable substance or quality:
the lingering ____ of creosote
verb [with object]
Contaminate or pollute (something)
? Affect with a bad or undesirable quality:
his administration was ___d by scandal
? [no object] archaic (Of food or water) become contaminated or polluted:
the rennet should be soaked in water containing sufficient salt to keep it from ___ing",4/27/2015,taint,,/te?nt/,"Middle English (as a verb in the sense 'convict, prove guilty'): partly from Old French teint 'tinged', based on Latin tingere 'to dye, tinge'; partly a shortening of attaint",,,,
oc oc0 oc1 oc1,r___ 1. severe; strict 2. strictly accurate or detailed 3. harsh,,rigorous,,,,,,,
oc oc0 oc1,v ~(into sth/doing sth) to fall back into a previous condition or into a worse state after making an improvement: [Vpr] ____ into bad habits.,,relapse,,,,,,,
oc oc0,"n 1 a prickly bush, esp a wild rose bush. 2 (a) a bush with a hard root used for making tobacco pipes. (b) a tobacco pipe made from this.",10/21/2011,brier,also briar,,,,,,
oc oc0,"_-_ n (infml) 1 an act or occasion of paying money, esp a bribe, to sb: a secret _____. 2 a deserved benefit, reward or punishment: We have invested in new equipment and are now seeing the ____ in school science classes.",11/28/2011,pay-off,,,,,,,
,"noun [mass noun]
Mechanical or habitual repetition of something to be learned:
a poem learnt by ___ in childhood
[as modifier] :
___ learning",4/12/2016,rote,,,,,,,
oc0 21 21 22,"_z_ 1(Of a person or situation) sordid, corrupt, or immoral:
a ____ private detective
? (Of a place) squalid and seedy:
a ____ all-night cafe
2dated (Of textiles and clothing) flimsy.",12/28/2015,sleazy,,,,,,,
oc oc0 22,"adj 1 (of a TUMOUR or desease) that cannot be controlled and is likely to prove fatal
2 showing a strong desire to harm people; cruel",,malignant,,,,,,,
oc oc0,v 1 ~against/into sb/sth to knock or strike sth with a short hard blow; to collide with sth: [Vpr] In the dark I ___d into a chair. 2 ~sth (against/on sth) [Vn] 3 to move across a rough surface in the specified direction: [Vpr] the old bus ___d along the mountain road. [also Vp],5/22/2011,bump,,,,,,,
oc oc1 oc2,ばか者、ろくでなし,,git,,/??t/,,,,,
oc oc0 20 21 21,"i_ to frighten sb in order to make them do sth: [Vn, Vnpr] ____ a witness (into silence/ into keeping quiet) (eg by threats).",,intimidate,,,,,,,
oc0,"k__ noun (plural same ) South African
A large predatory marine fish of the drum family, found in the Mediterranean, East Atlantic, and SW Indian Ocean. It is an important food fish in southern Africa. Called meagre2 in Britain.",4/15/2015,kabeljou,,/?kab(?)l?j??/,"Early 18th century: from Afrikaans, from Dutch, 'cod'",,,,
oc0,"d__ noun 
An agile mouse-like rodent with a hairy or bushy tail, found in Africa and Eurasia. Some kinds are noted for spending long periods in hibernation. ヤマネ",4/20/2015,dormouse,(plural dormice),/?d??ma?s/,"Late Middle English: of unknown origin, but associated with French dormir or Latin dormire 'to sleep' and mouse",,,,
,"l__ noun chiefly Scottish & Northern English
A girl or young woman:
he married a ____ from Yorkshire
village ___s",4/13/2016,lass,,,,,,,
oc0,"m__ verb [with object]
Give a false or misleading account of the nature of:
you are ___ing the views of the government",5/2/2015,misrepresent,,/?m?sr?pr??z?nt/,,,,,
oc oc0 oc1,p__ adj without interruption,,perpetual,,,,,,,
oc oc0 oc1,"(also ____ railway) n a railway on a steep slope, with some carriages being pulled up by a cable at the same time as others are lowered by it.",11/30/2011,funicular,,,,,,,
21,"b__ verb [no object, with adverbial] informal
Move with a clatter:
the pickup ___d down the road
? Strike repeatedly and noisily:
I ___d away at the old typewriter",4/12/2016,blatter,,,,,,,
oc oc0 oc1 oc1,炭水化物,,carbohydrate,,,,,,,
oc0,"f__ noun [mass noun]
A feeling that something bad will happen; fearful apprehension:
with a sense of ____ she read the note
adjective
Implying that something bad is going to happen:
when the Doctor spoke, his voice was dark and ____",5/30/2015,foreboding,,,,,,,
oc oc0 oc1 oc2,"p__ likely to suffer from, do or get sth: be ____ ____ illness/infection/injury",,prone to,,,,,,,
oc oc0,n[sing] a strong reaction by a large number of people against a social or political development or event: The fall of the fascist dictatorship was followed by a left-wing _____.,9/11/2011,backlash,,,,,,,
oc oc0 oc2,"v to hit or throw a ball or missile in a high curve through the air: [Vn] ____ a grenade [Vnpr] She ___d the ball over her opponent's head. [also V,Vnp]. + ____n a ___d ball: play a ____.",7/17/2012,lob,,,,,,,
oc oc0 oc1,v__ to respect sb/sth greatly; to regard sb/sth as sacred: ____ the memory of one's dead ancesters.,,venerate,,,,,,,
6 oc0 21,"noun
1British A regulation made by a local authority or corporation.
2A rule made by a company or society to control the actions of its members.",4/5/2015,by-law,(also bye-law),,"Middle English: probably from obsolete byrlaw 'local law or custom', from Old Norse b?jar, genitive singular of b?r 'town', but associated with by",,,,
oc0,"noun
A marten with a short tail and dark brown fur, native to Japan and Siberia and valued for its fur. クロテン
? Martes zibellina, family Mustelidae
? [mass noun] The fur of the ____.",5/12/2015,sable1,,/?se?b(?)l/,"Late Middle English: from Old French, in the sense 'sable fur', from medieval Latin sabelum, of Slavic origin",,,,
oc oc0 oc2,"s__ severe and without comfort, bare, clearly obvious to the eye or the mind; plain; basic",,stark,,,,,,,
6,"noun
1British A measure of capacity equal to 8 gallons (equivalent to 36.4 litres), used for corn, fruit, liquids, etc..
2US A measure of capacity equal to 64 US pints (equivalent to 35.2 litres), used for dry goods.",4/28/2015,bushel,,/?b??(?)l/,"Middle English: from Old French boissel, perhaps of Gaulish origin",,,,
oc oc0,s__ to stop developing or progressing: [V] Profits have ___d. I feel I'm ___ing in this job.,,stagnate,,,,,,,
oc oc0 oc1,IDM there is not much time left: ____ ____ ____ ____ ____: we must have the money by tomorrow.,3/13/2011,the sands are running out,,,,,,,
oc oc0 oc1,"e__ adj showing or holding a belief in equal rights, benefits and opportunities for everybody: ____ principles + a ____ society.",3/14/2011,egalitarian,,,,,,,
oc oc2,w__ to prevent sth dangerous or unpleasant from affecting or harming one. PHRV,,ward sb off,,,,,,,
oc oc0 oc1 oc3 oc2 oc3 19,"c__ adj having or showing good manners; polite: unfailingly ____ + I was ____, but did not encourage conversation.",,courteous,,,,,,,
oc oc0 oc1 oc1 21,"m__ adj (fml) very generous or forgiving, esp towards a rival, an enemy, etc: He was ____ in victory (i.e. when he won)",,magnanimous,,,,,,,
0 oc0 oc1 oc2 19,"_10_ noun
An indication or hint:
the first ___s of trouble
no one gave any ____ that there had been any problems
? [mass noun] The action of making something known, especially in an indirect way:
it took ten years from the ____ of a claim to the assessment of damages",5/22/2015,intimation,,/??nt??me??n/,,,,,
oc0,"noun
A string in the seam of the material of a garment or a bag, which can be pulled to tighten or close it:
a suede money bag with a ____
[as modifier] :
cotton boxer shorts with an elasticated ____ waist",6/11/2015,drawstring,,,,,,,
,"noun
1A tuft or clump of something:
grass ___s
2A footstool or low seat.",6/18/2015,tuffet,,,,,,,
