oc oc0 oc0 oc2,b__ VERB 1no object Retrace one's steps.  ‘Marilyn ___d and went down into the basement’    1.1Reverse one's previous position or opinion. ‘the unions have had to ___ on their demands’,12/18/2013,backtrack,,
oc oc0 oc0 oc2,ADJECTIVE 1In its original condition; unspoilt.  ‘___ copies of an early magazine’   1.1Clean and fresh as if new; spotless. ‘a ___ white shirt’,2/5/2014,pristine,,
oc oc0 oc0 oc2,r__ NOUN An action intended to deceive someone; a trick.  ‘Emma tried to think of a ___ to get Paul out of the house’,7/23/2013,ruse,,
oc oc0 oc0 oc2,c__ ADJECTIVE Showing no intelligence or sensitivity.  ‘the ___ assumptions that men make about women’ ‘an act of ___ stupidity’,12/7/2013,crass,,
oc oc0 oc0 oc2,NOUN informal An important or exceptionally able person.  as modifier ‘their latest ___ recruit’,3/5/2014,hotshot,,
oc oc0 oc0 oc2,"v [NO OBJECT] informal 1Study assiduously.  ‘kids ___ing for GCSEs’    1.1 ___ up onStudy (a subject) intensively, especially in preparation for something.",3/10/2014,swot,,
oc oc0 oc0 oc2,VERB 1informal with object Cheat or swindle (someone) so as to deprive them of something.  ‘he thought he'd been ___d out of his change’    1.1Deliberately falsify. ‘he ___d his income tax returns’,4/8/2014,diddle,,
oc oc0 oc0 oc2,"VERB [WITH OBJECT] informal 1Hit or try to hit with a swinging blow.  ‘she ___d me right across the nose’ no object ‘Lola stood on the balcony, ___ing at the moths’",11/17/2013,swipe,,
oc oc0 oc0 oc2,"ADJECTIVE 1(especially of a comment or style of speaking) sharp and forthright.  ‘his ___ wit’    2archaic, technical Tasting sour or bitter.",4/13/2014,acerbic,,
oc oc3 28,"e__ v (esp passive)(of acids, rain, wind, etc) to destroy sth or to wear sth away gradually: [Vn] Metals are __d by acids. [Vp] The sides of the volcano are __ing away year by year. [also V]. +__ion n[U]: the __ion of the coastline by the sea.",10/24/2012,erode,,
oc,"n 1 a situation or event which creates a sudden increase in wealth, luck or profits: a cash ___ for investors +a ___ of 10 million dollars +It’s been a ___ (ie very profitable) year for the tourist trade. 2 a large or extra amount of sth desirable: a sports ___ (ie on television or in a newspaper).",10/28/2012,bonanza,,
oc oc0,"t_l_ v to roll or move heavily and slowly, esp in the specified direction; to make sth do this: [Vp] A goods train __d past [Vnpr] She was __ing a wheelbarrow along the path. [also Vpr, Vnp].",10/17/2012,trundle,,
oc oc2 27,"n [C, U] a dish of eggs, milk and flour mixed with cheese, fruit, etc, beaten to make it light, and baked: a/some lemon ___.",10/25/2011,souffle,,
oc oc0 oc0 oc2,"VERB [WITH OBJECT] 1usually be ___d toAccustom (someone) to something, especially something unpleasant.  ‘these children have been ___d to violence’ ",5/3/2014,inure,,
oc oc0 oc0 oc2,NOUN usually ___s 1A hole in a ship's side to carry water overboard from the deck.    1.1An outlet in the side of a building for draining water.   ,1/2/2014,scupper,,
oc oc0 oc0 oc2,"VERB (especially with reference to a person's face) tightly gather or contract into wrinkles or small folds.  no object ‘the child's face ___d, ready to cry’ with object ‘the baby stirred, ___ing up its face’ ‘she ___d her lips’",5/27/2014,pucker,,
oc oc0 oc0 oc2,"ADJECTIVE attributive Existing or coming before in time, order, or importance.  ‘he has a ___ engagement this evening’",5/30/2014,prior,,
oc oc0 oc0 oc2,v [WITH OBJECT] often be ___d with Inspire or permeate with (a feeling or quality)  ‘his works are invariably ___d with a sense of calm and serenity’   ,8/22/2013,imbue,,
oc oc0 oc0 oc2 oc3,"VERB [WITH OBJECT] Express severe disapproval of (someone or something), especially in a formal statement.  ‘the company was heavily ___d by inspectors from the Department of Trade’ ‘shareholders ___d the bank for its extravagance’",12/1/2013,censure,,
oc oc0 oc0 oc2,NOUN 1An authoritative prohibition.     1.1Scottish Law A court order forbidding an act; a negative injunction.  ,7/11/2014,interdict,,
oc oc0 oc0 oc2,"ADJECTIVE 1Hostile and aggressive.  ‘the mood at the meeting was ___’    1.1Engaged in a war or conflict, as recognized by international law.",1/13/2014,belligerent,,
oc oc0 oc0 oc2,"NOUN mass noun Music A system of associating each note of a scale with a particular syllable, especially to teach singing.   ",7/31/2014,solmization,,
oc oc0 oc0 oc2,"n 1Botany The sepals of a flower, typically forming a whorl that encloses the petals and forms a protective layer around a flower in bud.    2Zoology A cuplike cavity or structure.",9/24/2014,calyx,,
oc oc0 oc0 oc2,NOUN mass noun The examination or observation of one's own mental and emotional processes.  ‘quiet ___ can be extremely valuable’ ,11/20/2013,introspection,,
oc oc0 oc0 oc2,"r__ ADJECTIVE predicative 1Filled or well-supplied with something.  ‘sensational popular fiction, ___ with adultery and sudden death’    1.1Very full of or sated by food. ",10/14/2014,replete,,
oc oc0 oc0 oc2,NOUN 1  (also ___ flooring) mass noun Flooring composed of wooden blocks arranged in a geometric pattern. ‘do not lay ___ over old vinyl flooring’ as modifier ‘the intricate ___ floors’  ,11/5/2014,parquet,,
oc oc0 oc0 oc2,"NOUN 1A heavily built omnivorous nocturnal mammal of the weasel family, typically having a grey and black coat.  Several genera and species in the family Mustelidae, in particular the Eurasian Meles meles, which has a white head with two black stripes, and the North American Taxidea taxus, with a white stripe on the head   ",11/12/2014,badger,,
oc oc0 oc0 oc2,"n A conference between opposing sides in a dispute, especially a discussion of terms for an armistice.  ‘a ___ is in progress and the invaders may withdraw’ ",11/23/2014,parley,,
oc oc0 oc0 oc2,ADJECTIVE 1Having many curves and turns.  ‘the river follows a ___ trail through the dale’    1.1Lithe and supple. ‘the ___ grace of a cat’,8/26/2014,sinuous,,
oc oc0 oc0 oc2,"n 1A large travelling bag, typically made of stiff leather and opening into two equal parts.     2  (also ___ word) A word blending the sounds and combining the meanings of two others, for example motel or brunch.",2/5/2015,portmanteau,,/pɔːtˈmantəʊ/ 
oc oc0 oc0 oc2,"NOUN 1A horizontal support on a ladder for a person's foot.    1.1A level in a hierarchical structure, especially a class or career structure. ‘we must ensure that the low-skilled do not get trapped on the bottom ___’",10/29/2014,rung,,
oc oc0 oc0 oc2,NOUN 1An award or privilege granted as a special honour or as an acknowledgement of merit.  ‘the hotel has won numerous ___s’   ,2/14/2015,accolade,,
oc oc0 oc0 oc2,"l__ VERB [NO OBJECT] 1(of a person, animal, or plant) lose or lack vitality; grow weak.  ‘plants may appear to be ___ing simply because they are dormant’    1.1Fail to make progress or be successful.",2/6/2015,languish,,
oc,n an animal covered with long sharp quills which protect it when it is attacked,5/31/2011,porcupine,,
oc,"adj 1 [attrib] of or concerned with the physical _n_ rather than a spiritual life: one’s ___ goods (ie one’s possessions) +___power/success. 2 having or showing a wide experience of life, and so not easily shocked: After ten years in London, she’s much more ___ than she was.",6/2/2011,worldly,,
oc,"n a tall thin tower, usu forming part of a mosque, from which Muslims are called to prayer.",6/5/2011,minaret,,
oc oc0 oc0 oc1 oc2 oc3,ADJECTIVE Treating serious issues with deliberately inappropriate humour; flippant.  ‘a ___ remark’,12/19/2012,facetious,,
oc oc0 oc0 oc2,NOUN 1An axle or spindle on which something revolves.    1.1A device holding a tool in a lathe.,3/24/2015,arbor,,
oc oc0 oc0 oc2,"NOUN 1 Erectile hairs along an animal's back, which rise when it is angry or alarmed.  ‘the dog continued to growl, its ___s raised’   2A long, narrow feather on the neck or saddle of a domestic cock or other bird.  ",5/8/2014,hackle,,
oc oc0 oc0 oc2,"ADJECTIVE 1(of part of the body) soft and hanging loosely or limply, especially so as to look or feel unpleasant.  ‘she took his ___ hand in hers’",,flaccid,,
oc oc0 oc0 oc2,ADJECTIVE 1Beginning to happen or develop.  ‘he could feel ___ anger building up’ ‘an ___ black eye’   ,2/7/2015,incipient,,
oc oc0 oc0 oc1 oc2,"VERB [WITH OBJECT] 1Instigate or stir up (an undesirable or violent sentiment or course of action)  ‘they accused him of ___ing political unrest’    2archaic Bathe (a part of the body) with warm or medicated lotions.  ‘___ the limb with cloths immersed in a strong decoction of hops, and repeat two or three times a day.’",7/18/2013,foment,,
oc oc0 oc0 oc1 oc2,"ADJECTIVE 1In accordance with the highest standards; faultless.  ‘he had ___ manners’    1.1Theology rare Not liable to sin. ‘The beryl brings before us the ___ humanity of Christ - his spotless, sinless life.’",10/10/2013,impeccable,,
oc oc0 oc0 oc1 oc2,"s__ NOUN A small room or monument, cut in rock or built of stone, in which a dead person is laid or buried.",11/25/2013,sepulchre,,
oc oc0 oc0 oc1 oc2,"g__ VERB [NO OBJECT] Speak rapidly and unintelligibly, typically through fear or shock.  ‘they shrieked and ___d as flames surrounded them’",2/6/2014,gibber,,
oc oc0 oc0 oc1 oc2,ADJECTIVE (of breathing) noisy and laboured.  ‘the breathing was becoming less ___’ ‘a ___ sigh’,5/14/2014,stertorous,,
oc oc0 oc0 oc1 oc2,"NOUN 1An intense and widely shared enthusiasm for something, especially one that is short-lived; a craze.  ‘some regard green politics as no more than the latest ___’    1.1An arbitrary like or dislike. ‘his ___s about the type of coffee he must have’",11/21/2013,fad,,
oc oc0 oc0 oc1 oc2,"ADJECTIVE Too long, slow, or dull; tiresome or monotonous.  ‘a ___ journey’",12/6/2013,tedious,,
oc oc0 oc0 oc1 oc2,"NOUN informal 1A silly, foolish, or eccentric person.     2North American A bully or thug, especially a member of an armed or security force.  ‘a squad of ___s waving pistols’",4/19/2014,goon,,
oc oc0 oc0 oc1 oc2,ADJECTIVE Wary and unwilling to take risks.  ‘the officials were very ___ in their statements’    ,5/12/2013,circumspect,,
oc oc0 oc0 oc1 oc2,i__ ADJECTIVE Lacking sense or meaning; silly.  ‘don't badger people with ___ questions’   ,1/18/2014,inane,,
oc oc0 oc0 oc1 oc2,ADJECTIVE Not showing a serious or respectful attitude.  ‘a ___ remark’,1/7/2014,flippant,,
oc oc0 oc0 oc1 oc2,"NOUN mass noun Deceit used in order to achieve one's goal.  ‘he had to use ___ and bluff on many occasions’ count noun ‘I hated all the ___s, I hated lying to you’   ",6/30/2014,subterfuge,,
oc oc0 oc0 oc1 oc2,NOUN 1A basic speech sound in which the breath is at least partly obstructed and which can be combined with a vowel to form a syllable.  ‘fricatives are by far the largest group of English ___s’ Contrasted with vowel ,8/9/2014,consonant,,
oc oc0 oc0 oc1 oc2,"v [NO OBJECT] 1(of body tissue or an organ) waste away, especially as a result of the degeneration of cells, or become vestigial during evolution.  ‘the calf muscles will ___’   ",11/11/2014,atrophy,,
oc oc0 oc0 oc1 oc2,adj informal 1Self-indulgently sentimental.  ‘I look at babies with a ___ smile on my face’ ‘an enjoyably ___ story’ ,9/19/2014,soppy,,
oc oc1,r__ adj ~(about sth) not revealing one’s thoughts or feelings readily: be ___ about one’s plans +He seemed strangely ___ about his past. +__ce n[U](fml): She overcame her natural __ce and talked freely about her marriage.,8/1/2012,reticent,,
oc,j__ v 1 ~(on sth) to have a harsh or unpleasant effect: [Vpr] His whistling __d on my nerves. 2 ~ (with sth) to be different in an unpleasant or annoying way; to clash: [Vpr] His criticism __d with the friendly tone of the meeting. 3 to give a sudden or painful shock to sb/sth: [Vn] He __d his back badly when he fell. +___ n [sing],3/15/2012,jar,,
oc oc0 27,d__ adj [pred] (fml) 1 ~ (to do) wanting or prepared to do sth: I'm not ___ to meet them at the moment. 2 (following an adv) ~to/towards sb/sth thinking that sb/sth is/is not good or valuable: feel well/ill ___ towards sb/sth.,,disposed,,
oc oc0 oc0 oc1 oc2,"VERB [WITH OBJECT] 1Refuse to accept; reject.  ‘she has ___d policies associated with previous party leaders’    1.1Law Refuse to fulfil or discharge (an agreement, obligation, or debt)",1/6/2015,repudiate,,
oc oc0 oc0 oc1 oc2,f__ NOUN informal 1mass noun Nonsensical or insincere talk.  ‘pseudo-intellectual ___’   2A confidence trick.  ,5/19/2014,flimflam,,
oc oc0 oc0 oc0 oc2,VERB [NO OBJECT] 1Waste time; be slow.  ‘she mustn't ___—she had to make the call now’    1.1with adverbial of direction Move slowly and idly in a particular direction. ‘Ruth __d back through the wood’,4/20/2013,dawdle,,
oc oc0 oc0 oc0 oc2,"adj (fml derog) unnecessary; done, said, etc without cause or good reason: a ___ insult + a ___ lie/liar +scenes of ___ violence on television. +__ly adv.",5/13/2013,gratuitous,,
oc oc0 oc0 oc0 oc2,"NOUN 1An artistic work in a style that imitates that of another work, artist, or period.  ‘the operetta is a ___ of 18th century style’ mass noun ‘the songs amount to much more than blatant ___’",12/15/2013,pastiche,,
oc oc0 oc0 oc0 oc2,ADJECTIVE Impossible to subdue or defeat.  ‘a woman of ___ spirit’,2/19/2013,indomitable,,
oc oc0 oc0 oc0 oc2,ADJECTIVE 1(especially of clothing or a colour) not flattering.  ‘an ___ striped sundress’    2(of behaviour) not fitting or appropriate; unseemly.  ‘it was ___ for a university to do anything so crass as advertising its wares’,3/9/2014,unbecoming,,
oc oc0 oc0 oc0 oc2,ADJECTIVE Having indigestion or a consequent air of irritable bad temper.  ,5/5/2014,dyspeptic,,
oc oc0 oc0 oc0 oc2,i__ ADJECTIVE Impossible to understand or interpret.  ‘Guy looked blankly ___’    ,12/8/2013,inscrutable,,
oc oc0 oc0 oc0 oc2,"NOUN 1A sudden, sharp localized pain.  ‘he felt a ___ in his knee’    1.1A brief experience of an emotion, typically an unpleasant one. ‘Kate felt a ___ of guilt’",5/17/2014,twinge,,
oc oc0 oc0 oc1 oc2 oc3,NOUN 1mass noun Deceptive or false talk or behaviour.  ‘his comments are sheer ___’    1.1count noun A hypocrite. ,12/18/2014,humbug,,
oc oc0 oc0 oc0 oc2 oc3,"NOUN 1A departure from what is normal, usual, or expected, typically an unwelcome one.  ‘they described the outbreak of violence in the area as an ___’ ‘I see these activities as some kind of mental ___’    1.1Biology A characteristic that deviates from the normal type. ‘colour __s’    1.2Optics The failure of rays to converge at one focus because of a defect in a lens or mirror.    1.3Astronomy The apparent displacement of a celestial object from its true position, caused by the relative motion of the observer and the object. ‘This was still an astronomical method, but Bradley used observations of the ___ of light from stars.’",6/4/2013,aberration,,
oc oc0 oc0 oc0 oc2 oc3,"NOUN mass noun, usually with negative A feeling of guilt or moral scruple that prevents or follows the doing of something bad.  ‘they used their tanks without ___’",4/12/2012,compunction,,
oc oc0 oc0 oc0 oc2 oc3,NOUN mass noun Conduct or speech inciting people to rebel against the authority of a state or monarch.,9/23/2012,sedition,,
oc oc0 oc0 oc0 oc2 oc3,"ADJECTIVE 1(of a habit, belief, or attitude) firmly fixed or established; difficult to change.  ‘his deeply ___d Catholic convictions’    2(of dirt or a stain) deeply embedded and thus difficult to remove.  ‘the ___d dirt on the flaking paintwork’",2/28/2014,ingrained,,
oc oc0 oc0 oc0 oc2 oc3,"NOUN mass noun, usually as modifier 1The policy of leaving things to take their own course, without interfering.  ‘a ___-___ attitude to life’",1/28/2014,laissez-faire,,/ˌlɛseɪˈfɛː/ /lɛsefɛʀ/
oc oc0 oc0 oc0 oc2 oc3,"n 1British informal A female domestic servant who performs menial tasks.  ‘I found a job as a maid-of-all-work, a ___’    1.1A person doing work that is poorly paid and considered menial. ‘I'm really the office ___’",4/4/2014,skivvy,,
oc oc0 oc0 oc0 oc2 oc3,VERB [WITH OBJECT] 1Analyse and develop (an idea or principle) in detail.  ‘an attempt to ___ the relationship between crime and economic forces’,6/10/2014,explicate,,
oc oc0 oc0 oc0 oc2 oc3,ADJECTIVE Showing or having an insensitive and cruel disregard for others.  ‘his ___ comments about the murder made me shiver’ ,12/12/2014,callous,,/ˈkaləs/ 
oc oc0 oc0 oc0 oc2 oc3,_11_ ADJECTIVE 1formal Clearly expressed and easily understood; lucid.  ‘it provides simpler and more ___ explanations than its rivals’    1.1Able to give an account or express an idea clearly. ,11/27/2014,perspicuous,,
oc oc0 oc0 oc0 oc1 oc2 oc3,NOUN mass noun Excessive or offensive sexual desire; lustfulness.  ‘the vice of ___’,6/1/2013,lechery,,
oc oc0 oc0 oc0 oc1 oc2 oc3,ADJECTIVE 1Ignoring the true complexities of an issue; superficial.  ‘___ generalizations’    1.1(of a person) having a superficial or simplistic knowledge or approach. ‘a man of ___ and shallow intellect’   2(especially of success in sport) easily achieved; effortless.  ‘a ___ seven-lengths victory’,5/1/2012,facile,,
oc oc0 oc0 oc0 oc1 oc2 oc3,ADJECTIVE Witheringly scornful; severely critical.  ‘she launched a ___ attack on the Prime Minister’,8/4/2012,scathing,,
oc oc0 oc0 oc0 oc2,VERB [WITH OBJECT] 1(of an official body) absolve (someone) from blame for a fault or wrongdoing.  ‘an inquiry ___d those involved’ ‘they should ___ these men from this crime’,12/5/2014,exonerate,,
oc oc0 oc0 oc0 oc2,"NOUN mass noun formal, literary Clothes, especially fine or formal ones.  ‘the usually sober ___ of British security service personnel’   ",1/20/2015,attire,,
oc oc0 oc0 oc0 oc2,"n 1A hard point, typically of diamond or sapphire, following a groove in a record and transmitting the recorded sound for reproduction.  ‘I also still have every one of the 14 diamond ___s that it ever used.’  ",1/24/2015,stylus,pl stli,
oc oc0 oc0 oc0 oc2,ADJECTIVE 1(of a person or their manner) quiet and rather reflective or depressed.  ‘I felt strangely ___d as I drove home’    2(of colour or lighting) soft and restrained.,1/11/2015,subdued,,
oc oc0 oc0 oc0 oc2,NOUN 1A deep fissure in the earth's surface.  ‘a ___ a mile long’ ‘he was engulfed in a ___ of despair’    ,3/8/2015,chasm,,
oc oc0 oc0 oc0 oc1 oc2,NOUN mass noun informal Shrewdness and practical knowledge; the ability to make good judgements.  ‘the corporate finance bankers lacked the necessary political ___’,3/3/2013,savvy,,
oc oc0 oc0 oc0 oc1 oc2,"e__ VERB [WITH OBJECT] Obtain (something) by force, threats, or other unfair means.  ‘he attempted to ___ money from the company’",5/15/2013,extort,,
oc oc0 oc0 oc0 oc1 oc2,ADJECTIVE Possessed with an intense but short-lived passion or admiration for someone.  ‘an ___ teenager’,10/17/2013,infatuated,,
oc oc0 oc0 oc0 oc1 oc2,"ADJECTIVE 1Self-assertive in a rude, noisy, or overbearing way.  ‘he was ___, cocky, and arrogant’    1.1Having an ostentatious or tasteless appearance. ‘the cafe was a ___ new building’",8/27/2012,brash,,
oc oc0 oc0 oc0 oc1 oc2,v [WITH OBJECT] 1Refuse to give (something that is due to or is desired by another)  ‘the name of the dead man is being ___d’    1.1Suppress or hold back (an emotion or reaction) ‘Elizabeth could no longer ___ her sentiments’ ‘her mouth clenched as if ___ing a cry’,8/30/2013,withhold,,
oc oc0 oc0 oc0 oc1 oc2 oc3,ADJECTIVE Lacking any obvious principle of organization.  ‘the music business works in a ___ fashion’,6/28/2013,haphazard,,
oc oc0 oc0 oc0 oc1 oc2 oc3,adj (of words or a speaker) fluent but insincere and shallow.  ‘the ___ phrases soon roll off the tongue’,12/4/2013,glib,,
oc oc0 oc0 oc0 oc1 oc2 oc3,ADJECTIVE Required by etiquette or current fashion.  ‘it was ___ for bands to grow their hair long’,1/29/2014,de rigueur,,
oc oc0 oc0 oc0 oc0 oc2 oc3,ADJECTIVE 1Very loyal and committed in attitude.  ‘a ___ supporter of the anti-nuclear lobby’ ‘a ___ Catholic’    2(of a wall) of strong or firm construction.  ‘these ___ walls could withstand attack by cannon’,4/6/2013,staunch,,
oc oc0 oc0 oc0 oc0 oc1 oc2 oc3,ADJECTIVE 1Expressing or showing regretful acknowledgement of an offence or failure.  ‘she was very ___ about the whole incident’ ‘an ___ smile’,11/29/2014,apologetic,,
oc oc1 oc3,NOUN 1The area between the abdomen and the upper thigh on either side of the body.     1.1informal The region of the genitals. ‘she kicked him in the ___’    2Architecture A curved edge formed by two intersecting vaults.,6/23/2013,groin,,
oc oc0 oc0 oc0 oc1 oc2,v [WITH OBJECT] informal Prevent or hinder the progress of.  ‘the changes must not be allowed to ___ new medical treatments’,5/10/2012,stymie,,
oc oc0 oc0 oc0 oc1 oc2,ADJECTIVE 1Lasting only for a short time; impermanent.  ‘a ___ cold spell’    1.1Staying or working in a place for a short time only. ‘the ___ nature of the labour force in catering’,12/25/2013,transient,,
oc oc0 oc0 oc0 oc0 oc2,"ADJECTIVE 1Perfectly clean, neat, or tidy.  ‘an ___ white suit’    1.1Free from flaws or mistakes; perfect. ‘an ___ safety record’",1/19/2014,immaculate,,
oc oc0 oc0 oc0 oc0 oc2,ADJECTIVE 1Showing a casual and cheerful indifference considered to be callous or improper.  ‘a ___ disregard for the rules of the road’    1.1literary Happy or carefree. ‘a ___ seaside comedy’ ,11/24/2014,blithe,,
oc oc0 oc0 oc0 oc0 oc2,e__ VERB [WITH OBJECT] 1Cause (an offence) to seem less serious.  ‘even the fact that you once helped to save my life could not ___ your offence’ ,12/31/2014,extenuate,,
oc oc0 oc0 oc0 oc0 oc1 oc2,i_s_ ADJECTIVE Showing a rude and arrogant lack of respect.  ‘she hated the ___ tone of his voice’,4/30/2013,insolent,,
oc oc0 oc0 oc0 oc0 oc1 oc2,"_6_ VERB 1no object, with adverbial of direction Walk in a leisurely way.  ‘I ___d around the city’    2no object, with adverbial of direction Achieve a sporting victory without effort.  ‘the horse ___d home by 12 lengths’",2/3/2014,stroll,,
oc oc1,PHRASE In all important respects.  ‘a man who was ___    illiterate’,2/22/2011,to all intents and purposes,,
oc oc1,"PHRASE Concerning; in respect of.  ‘___  content, the programme will cover important current issues’",6/9/2013,as regards sb/sth,,
oc oc1,ADJECTIVE 1Done or operating in an impressively smooth and efficient way.  ‘Rangers have been entertaining crowds with a ___ passing game’    1.1Smooth and superficially impressive but insincere or shallow. ‘the brands are backed by ___ advertising’ ‘a salesperson may be viewed as a ___ confidence trickster’    2(of skin or hair) smooth and glossy.  ‘a dandy-looking dude with a ___ black ponytail’,8/10/2012,slick,,
oc oc1,"NOUN mass noun Punishment inflicted on someone as vengeance for a wrong or criminal act.  ‘employees asked not to be named, saying they feared ___’ ‘Minos threatened war against Athens in ___ for his son's death’ ‘divine ___’",1/11/2012,retribution,,
oc oc1,"VERB [WITH OBJECT] 1Clear the bed of (a harbour, river, or other area of water) by scooping out mud, weeds, and rubbish with a ___.  ‘the lower stretch of the river had been __d’ as noun __ing ‘the __ing and deepening of the canal’   ",4/15/2012,dredge,,
oc oc1,VERB 1no object Take possession of a mortgaged property when the mortgagor fails to keep up their mortgage payments.  ‘the bank was threatening to ___ on his mortgage’    1.1with object Take away someone's power to redeem (a mortgage) and take possession of the mortgaged property.,3/23/2012,foreclose,,
oc oc1,NOUN 1An opinion or conclusion formed on the basis of incomplete information.  ‘__s about the newcomer were many and varied’ mass noun ‘a matter for ___’    1.1An unproven mathematical or scientific theorem.  ,12/24/2011,conjecture,,
oc oc1,PHRASE Keep (or fail to keep) fully aware of or informed about.  ‘she had ___d all ___ ___ time and had fallen asleep’,9/27/2012,keep (or lose) track of,,
oc oc1,"w__ n 1An arrangement of flowers, leaves, or stems fastened in a ring and used for decoration or for laying on a grave.  ‘the Queen laid a ___ at the Cenotaph’ ‘a laurel ___’   1.1A carved representation of a ___.",2/15/2013,wreath,,
oc oc1,"VERB 1no object (especially of a pipe or container, or bodily part such as an organ or membrane) break or burst suddenly.  ‘if the main artery ___s he could die’    1.1with object Cause to break or burst suddenly. ‘the impact ___d both fuel tanks’",7/22/2014,rupture,,
oc oc1,NOUN 1derogatory A subordinate used by another to do unpleasant routine work.  ‘party ___s put there to do a job on behalf of central office’    2A performer whose act involves being the butt of a comedian's jokes.  ‘the ___ is offstage’,8/2/2012,stooge,,
oc oc1,"ADJECTIVE 1Annoyingly insensitive or slow to understand.  ‘he wondered if the doctor was being deliberately ___’    1.1Difficult to understand, especially deliberately so. ‘some of the lyrics are a bit ___’   2(of an angle) more than 90° and less than 180°  ‘an ___ angle of 150°’",9/28/2013,obtuse,,
oc oc1,"NOUN A deep, wide ditch surrounding a castle, fort, or town, typically filled with water and intended as a defence against attack.",10/2/2013,moat,,
oc oc1 oc1 oc1 28,"v 1 to suggest sth bad about sb/sth in an unpleasant and indirect way: [V.that] Are you __ing that I am a liar? 2 ~sth/oneself into sth (a)(derog) to get oneself into a position of advantage, eg by clever talk or by gaining the favour of sb influential: [Vnpr] He __d himself into my confidence. __ion n",7/10/2012,insinuate,,
oc oc0 oc3 26 27 28,i__ v 1 [Vn] to make the voice higher or lower in pitch. 2 (grammer) to change the ending or form of a word to show its grammatical function in a sentence. +___ion: Use the '-ed' ___ion to indicate the past tense.,11/12/2012,inflect,,
oc oc0,"v (fml) 1 (a) to rest; to lie (b) ~sth on sb/sth   to lay an arm, etc on sb/sth for support 2 to be kept in a place: The vase now ___s in the British Museum.",,repose,,
oc oc0,"v__ v (a) to change direction or course, esp suddenly: [V] The plane ___d wildly (b) (of a conversation or of sb's behaviour or opinion) to change suddenly",,veer,,
oc oc0,v ~(sth) around/about (infml) (a) (esp of a fairly large amount of liquid) to move around noisily inside a container: [Vpr] water __ing against the sides of the bath. [Vp] (fig) There’s too much money __ing around in professional tennis. (b) [Vnpr] ___ white wash on the wall.,10/20/2012,slosh,,
oc 28,"adj (approv) 1 turning easily or readily from one subject, skill or occupation to another: a ___ cook/writer/athlete +___ mind. 2 (of a tool, a machine, a substance, a food, etc) having many uses: Few cooking ingredients are as ___ as eggs. +__ity n[U].",9/7/2012,versatile,,
oc,"1 v (a) (of the skin) to become rough and painful; to crack: [V] My skin soon __s in cold weather. (v) (usu passive)(esp of the weahter): [Vn] __d lips + hands and face __d by the cold. +__ n
+2 n (infml esp Brit) a man or boy: He’s a nice ___.",10/18/2012,chap,,
oc 27,n__ n[U] 1 a feeling of wanting to be sick: overcome by ___ after eating too much. 2 a feeling of extreme dislike or disgust: filled with ___ at the sight of cruelty to animals,4/23/2011,nousea,,
oc oc0 25 25 26 27,a__ showing signs of future success; favorable; promising,,auspicious,,
oc oc0 oc0 25 26 27 28,adj ~(with sth)(fml) accompanying; happening at the same time as sth else: travel and all its ___ discomforts.,,concomitant,,
oc,"d__ adj 1 unable to speak 2 [usu pred] temporarily not speaking or refusing to speak: He stood looking around him, baffled and __d. 3(infml) stupid.",5/20/2011,dumb,,
oc,"n 1 [C] (a) a movement performed with care and skill: A rapid ___ by the driver prevented an accident. (b) a clever plan or movement, esp one used to deceive people 2(a) [C] a planned and controlled movement of armed forces.",10/30/2011,manoeuvre (US maneuver),,
oc,"n a gathering of people or things, esp for inspection: ___ stations (ie places where people assemble in an emergency). IDM pass ___ +___ v 1 to come or bring people together, esp for a military parade. [V][Vp] 2 ~sth (up)(often after can, could, etc). [Vn] He addressed her with all the politeness he could ___. ",9/25/2012,muster,,
oc 28,"n (a) a person belonging to a group with no fixed home that travels from place to place, often in caravans. +___ v ~ (with sth) to try to repair or improve sth in a casual way, often to no useful effect: [Vpr] He likes __ing with old radios. [Vpr](fig) __ing with the tax system won’t solve the country’s economic problems. ",6/23/2012,tinker,,
oc0 26 28,"noun
often humorous A letter, especially a long or official one:
yet another ___ from the Foreign Office
• Scots Law A document in the form of a letter exchanged by the parties to a contract. See also conclude ___s at conclude.",3/24/2016,missive,,
oc 28,"t__ n a bunch of threads tied at one end and hanging from a cushion, hat, etc as decoration.",5/2/2011,tassel,,
1 5 oc0,"t__ noun [mass noun]
Strong thread or string consisting of two or more strands of hemp or cotton twisted together.
verb
Wind or cause to wind round something: [no object] :
the plant will ___ round its support
[with object] :
she ___d her arms round his neck",3/2/2016,twine,,
oc oc0,"n a tool with a sharp flat edge at the end, for shaping wood, stone or metal. +___ v (a) ~sth (into sth): [Vnpr] The sculptor __d the lump of marble into a fine statue. +[Vn](fig) a woman with (finely) __d (ie very sharp and clear) features [also V]. (b): a temple __d out of solid rock.",10/11/2012,chisel,,
oc,"n [U] sand, mud, etc carried by flowing water and left at the mouth of a river, in a harbour, etc. +__ v PHR V ___ sth up: The harbour has __d up. + Sand has __d up the mouth of the river. __y adj.",10/6/2012,silt,,
oc,v (derog) to put ideas or material into a new form with no change or improvement: [Vn] The group is __ing its old hits. +His essay was just a __d version of my lecture notes. +__ n [sing] a ___ of last summer’s programme.,10/7/2012,rehash,,
